Official NCBI gene id,Official NCBI gene symbol
6655,SOS2
23276,KLHL18
124565,SLC38A10
8427,ZNF282
10802,SEC24A
57470,LRRC47
57476,GRAMD1B
6196,RPS6KA2
23024,PDZRN3
5978,REST
23270,TSPYL4
137886,UBXN2B
83989,FAM172A
23269,MGA
23125,CAMTA2
221395,ADGRF5
22898,DENND3
57007,ACKR3
9747,TCAF1
23390,ZDHHC17
3265,HRAS
1386,ATF2
8867,SYNJ1
113146,AHNAK2
23515,MORC3
23452,ANGPTL2
55215,FANCI
4591,TRIM37
7167,TPI1
4734,NEDD4
171586,ABHD3
57798,GATAD1
7110,TMF1
4798,NFRKB
4781,NFIB
513,ATP5D
6418,SET
23242,COBL
23150,FRMD4B
196441,ZFC3H1
9853,RUSC2
5286,PIK3C2A
1805,DPT
64848,YTHDC2
11046,SLC35D2
23286,WWC1
5578,PRKCA
57211,ADGRG6
27000,DNAJC2
10096,ACTR3
90627,STARD13
10396,ATP8A1
29015,SLC43A3
115201,ATG4A
23074,UHRF1BP1L
4238,MFAP3
25903,OLFML2B
10439,OLFM1
27349,MCAT
10950,BTG3
5771,PTPN2
10865,ARID5A
6591,SNAI2
26039,SS18L1
54103,GSAP
23135,KDM6B
23067,SETD1B
653784,MZT2A
6670,SP3
23508,TTC9
6628,SNRPB
23361,ZNF629
91,ACVR1B
10302,SNAPC5
23113,CUL9
23506,GLTSCR1L
108,ADCY2
23236,PLCB1
8622,PDE8B
30850,CDR2L
57205,ATP10D
113178,SCAMP4
79987,SVEP1
7035,TFPI
57209,ZNF248
57146,TMEM159
66036,MTMR9
115817,DHRS1
6297,SALL2
23130,ATG2A
23116,FAM179B
23228,PLCL2
53405,CLIC5
25945,PVRL3
10413,YAP1
23461,ABCA5
404672,GTF2H5
23424,TDRD7
11155,LDB3
26275,HIBCH
27235,COQ2
196740,VSTM4
84302,TMEM246
54454,ATAD2B
124152,IQCK
84804,MFSD9
23035,PHLPP2
26098,EDRF1
11037,STON1
1193,CLIC2
10799,RPP40
80114,BICC1
2054,STX2
23114,NFASC
10900,RUNDC3A
643641,ZNF862
3653,IPW
8153,RND2
154881,KCTD7
1795,DOCK3
25992,SNED1
51,ACOX1
302,ANXA2
10147,SUGP2
10109,ARPC2
3908,LAMA2
26469,PTPN18
50486,G0S2
146542,ZNF688
7923,HSD17B8
2078,ERG
6444,SGCD
112611,RWDD2A
6039,RNASE6
116039,OSR2
1992,SERPINB1
657,BMPR1A
155066,ATP6V0E2
11339,OIP5
151230,KLHL23
116984,ARAP2
3384,ICAM2
11127,KIF3A
10924,SMPDL3A
23148,NACAD
201134,CEP112
56339,METTL3
155400,NSUN5P1
10762,NUP50
10611,PDLIM5
6165,RPL35A
80823,BHLHB9
256949,KANK3
6398,SECTM1
6929,TCF3
4542,MYO1F
1329,COX5B
498,ATP5A1
10605,PAIP1
8076,MFAP5
23062,GGA2
92822,ZNF276
129080,EMID1
9456,HOMER1
5786,PTPRA
3075,CFH
3633,INPP5B
8745,ADAM23
80765,STARD5
115703,ARHGAP33
1849,DUSP7
5521,PPP2R2B
25895,METTL21B
353,APRT
6150,MRPL23
9413,FAM189A2
633,BGN
3490,IGFBP7
22902,RUFY3
1953,MEGF6
7291,TWIST1
57188,ADAMTSL3
4069,LYZ
6303,SAT1
51491,NOP16
9704,DHX34
9046,DOK2
2878,GPX3
10922,FASTK
6432,SRSF7
771,CA12
6259,RYK
7703,PCGF2
1838,DTNB
8516,ITGA8
6136,RPL12
3178,HNRNPA1
6203,RPS9
65110,UPF3A
10235,RASGRP2
4839,NOP2
8991,SELENBP1
259217,HSPA12A
6472,SHMT2
3142,HLX
10561,IFI44
5565,PRKAB2
10280,SIGMAR1
6687,SPG7
1390,CREM
9135,RABEP1
57185,NIPAL3
6293,VPS52
1295,COL8A1
5066,PAM
283131,NEAT1
8602,NOP14
23160,WDR43
25778,DSTYK
10781,ZNF266
84981,MIR22HG
9991,PTBP3
55183,RIF1
23324,MAN2B2
168544,ZNF467
26152,ZNF337
1183,CLCN4
1954,MEGF8
93349,SP140L
636,BICD1
7754,ZNF204P
55816,DOK5
57538,ALPK3
25854,FAM149A
90634,N4BP2L1
6046,BRD2
9358,ITGBL1
65012,SLC26A10
54874,FNBP1L
55658,RNF126
4071,TM4SF1
9332,CD163
160518,DENND5B
8334,HIST1H2AC
6391,SDHC
2971,GTF3A
23331,TTC28
26986,PABPC1
7372,UMPS
10440,TIMM17A
3655,ITGA6
8541,PPFIA3
10745,PHTF1
154661,RUNDC3B
27043,PELP1
10956,OS9
23245,ASTN2
30968,STOML2
126299,ZNF428
56271,BEX4
4015,LOX
8890,EIF2B4
27352,SGSM3
11313,LYPLA2
25855,BRMS1
5621,PRNP
10198,MPHOSPH9
113878,DTX2
7249,TSC2
1104,RCC1
8801,SUCLG2
26999,CYFIP2
55735,DNAJC11
23550,PSD4
3087,HHEX
1797,DXO
604,BCL6
5426,POLE
51614,ERGIC3
23002,DAAM1
3995,FADS3
23543,RBFOX2
4174,MCM5
6917,TCEA1
9404,LPXN
23170,TTLL12
5463,POU6F1
1241,LTB4R
49855,SCAPER
9639,ARHGEF10
1810,DR1
2628,GATM
6768,ST14
539,ATP5O
3712,IVD
22868,FASTKD2
8751,ADAM15
6129,RPL7
639,PRDM1
4650,MYO9B
6867,TACC1
23460,ABCA6
283298,OLFML1
51386,EIF3L
26135,SERBP1
22818,COPZ1
6277,S100A6
166,AES
11180,WDR6
10135,NAMPT
51322,WAC
55754,TMEM30A
64065,PERP
80218,NAA50
2,A2M
51637,C14orf166
23788,MTCH2
4697,NDUFA4
64397,ZNF106
2873,GPS1
5832,ALDH18A1
3609,ILF3
26073,POLDIP2
29997,GLTSCR2
51714,SELT
10927,SPIN1
11198,SUPT16H
55740,ENAH
10492,SYNCRIP
55249,YY1AP1
10342,TFG
51400,PPME1
55207,ARL8B
4705,NDUFA10
55819,RNF130
51108,METTL9
8802,SUCLG1
996,CDC27
55831,EMC3
27249,MMADHC
2060,EPS15
55738,ARFGAP1
51474,LIMA1
53826,FXYD6
56851,EMC7
54867,TMEM214
8924,HERC2
79892,MCMBP
64118,DUS1L
27183,VPS4A
53373,TPCN1
51187,RSL24D1
51571,FAM49B
83658,DYNLRB1
28977,MRPL42
64771,C6orf106
79932,KIAA0319L
54472,TOLLIP
51081,MRPS7
394,ARHGAP5
56888,KCMF1
54812,AFTPH
55739,CARKD
60488,MRPS35
55700,MAP7D1
55624,POMGNT1
53339,BTBD1
54918,CMTM6
23786,BCL2L13
29105,CFAP20
55505,NOP10
54902,TTC19
7260,TSSC1
738,VPS51
54927,CHCHD3
51181,DCXR
51186,WBP5
51143,DYNC1LI1
51734,MSRB1
27075,TSPAN13
8635,RNASET2
54529,ASNSD1
51292,GMPR2
79180,EFHD2
27430,MAT2B
54973,CPSF3L
7570,ZNF22
51065,RPS27L
9055,PRC1
79144,PPDPF
55718,POLR3E
8566,PDXK
51307,FAM53C
51660,MPC1
10455,ECI2
29088,MRPL15
79567,FAM65A
1112,FOXN3
51068,NMD3
51138,COPS4
5763,PTMS
28998,MRPL13
57130,ATP13A1
55660,PRPF40A
4201,MEA1
56674,TMEM9B
55082,ARGLU1
79894,ZNF672
79077,DCTPP1
29926,GMPPA
29099,COMMD9
64121,RRAGC
3267,AGFG1
55326,AGPAT5
79004,CUEDC2
55081,IFT57
51073,MRPL4
80232,WDR26
64747,MFSD1
55907,CMAS
65993,MRPS34
55723,ASF1B
100287932,TIMM23
3163,HMOX2
54884,RETSAT
4801,NFYB
54815,GATAD2A
79042,TSEN34
8195,MKKS
55745,AP5M1
55830,GLT8D1
80152,CENPT
26225,ARL5A
55720,TSR1
56882,CDC42SE1
56944,OLFML3
28985,MCTS1
51321,AMZ2
9525,VPS4B
79139,DERL1
64787,EPS8L2
26517,TIMM13
29796,UQCR10
55788,LMBRD1
25996,REXO2
28962,OSTM1
29880,ALG5
2872,MKNK2
79083,MLPH
4338,MOCS2
60314,C12orf10
51177,PLEKHO1
51295,ECSIT
712,C1QA
55035,NOL8
63901,FAM111A
26586,CKAP2
53371,NUP54
56886,UGGT1
51082,POLR1D
10053,AP1M2
79048,SECISBP2
23413,NCS1
64786,TBC1D15
79590,MRPL24
55020,TTC38
55139,ANKZF1
60485,SAV1
55741,EDEM2
51188,SS18L2
56898,BDH2
28956,LAMTOR2
80017,C14orf159
57140,RNPEPL1
114885,OSBPL11
8925,HERC1
55316,RSAD1
10460,TACC3
55450,CAMK2N1
65982,ZSCAN18
57162,PELI1
54539,NDUFB11
5202,PFDN2
64760,FAM160B2
29093,MRPL22
79956,ERMP1
55758,RCOR3
8490,RGS5
80023,NRSN2
55218,EXD2
51330,TNFRSF12A
64766,S100PBP
64400,AKTIP
10069,RWDD2B
51107,APH1A
64431,ACTR6
55120,FANCL
23528,ZNF281
51499,TRIAP1
29887,SNX10
29777,ABT1
9569,GTF2IRD1
10807,SDCCAG3
51455,REV1
55337,C19orf66
64374,SIL1
54585,LZTFL1
55325,UFSP2
64866,CDCP1
79887,PLBD1
9054,NFS1
65981,CAPRIN2
51184,GPN3
80198,MUS81
79709,COLGALT1
10585,POMT1
56915,EXOSC5
8462,KLF11
8891,EIF2B3
55900,ZNF302
29087,THYN1
79622,SNRNP25
56731,SLC2A4RG
8409,UXT
79726,WDR59
54463,FAM134B
55759,WDR12
94104,PAXBP1
55032,SLC35A5
64077,LHPP
1877,E4F1
152006,RNF38
29109,FHOD1
80194,TMEM134
55109,AGGF1
55781,RIOK2
55030,FBXO34
64761,PARP12
10171,RCL1
79762,C1orf115
51368,TEX264
55222,LRRC20
29882,ANAPC2
29095,ORMDL2
56954,NIT2
54148,MRPL39
9935,MAFB
4696,NDUFA3
55159,RFWD3
10072,DPP3
28986,MAGEH1
29995,LMCD1
79577,CDC73
54998,AURKAIP1
10827,FAM114A2
56652,C10orf2
51696,HECA
64216,TFB2M
55625,ZDHHC7
23400,ATP13A2
55196,KIAA1551
55254,TMEM39A
51409,HEMK1
79023,NUP37
51299,NRN1
55332,DRAM1
51019,CCDC53
55347,ABHD10
23612,PHLDA3
9419,CRIPT
26499,PLEK2
55323,LARP6
51650,MRPS33
51195,RAPGEFL1
8291,DYSF
64151,NCAPG
51102,MECR
8322,FZD4
64219,PJA1
93974,ATPIF1
57402,S100A14
10763,NES
64285,RHBDF1
55638,SYBU
23555,TSPAN15
9451,EIF2AK3
8934,RAB29
54894,RNF43
65983,GRAMD3
29107,NXT1
51098,IFT52
55622,TTC27
8436,SDPR
78994,PRR14
25821,MTO1
60436,TGIF2
79751,SLC25A22
4969,OGN
64856,VWA1
51651,PTRH2
51444,RNF138
51099,ABHD5
79019,CENPM
54929,TMEM161A
55080,TAPBPL
80024,SLC8B1
8568,RRP1
51004,COQ6
54778,RNF111
57122,NUP107
22921,MSRB2
80014,WWC2
54836,BSPRY
55612,FERMT1
51547,SIRT7
55757,UGGT2
55013,CCDC109B
55107,ANO1
55340,GIMAP5
80149,ZC3H12A
80228,ORAI2
56904,SH3GLB2
2275,FHL3
56967,C14orf132
54793,KCTD9
55228,PNMAL1
51162,EGFL7
55636,CHD7
51619,UBE2D4
64427,TTC31
55191,NADSYN1
64838,FNDC4
10848,PPP1R13L
56180,MOSPD1
29940,DSE
51728,POLR3K
57180,ACTR3B
23417,MLYCD
79969,ATAT1
23411,SIRT1
2355,FOSL2
64318,NOC3L
80775,TMEM177
57088,PLSCR4
55656,INTS8
64837,KLC2
26750,RPS6KC1
79571,GCC1
4771,NF2
59307,SIGIRR
79603,CERS4
1486,CTBS
54680,ZNHIT6
30845,EHD3
79091,METTL22
27247,NFU1
64411,ARAP3
80227,PAAF1
51076,CUTC
79631,EFL1
80010,RMI1
80206,FHOD3
51279,C1RL
54517,PUS7
55601,DDX60
64924,SLC30A5
55178,RNMTL1
64425,POLR1E
79675,FASTKD1
57124,CD248
9462,RASAL2
4649,MYO9A
51388,NIP7
80196,RNF34
80321,CEP70
51018,RRP15
79710,MORC4
29803,REPIN1
79803,HPS6
55048,VPS37C
64129,TINAGL1
10894,LYVE1
79169,C1orf35
80760,ITIH5
54780,NSMCE4A
54851,ANKRD49
64598,MOSPD3
9274,BCL7C
55164,SHQ1
54829,ASPN
79575,ABHD8
50862,RNF141
54433,GAR1
51161,C3orf18
51303,FKBP11
80185,TTI2
55974,SLC50A1
54995,OXSM
56947,MFF
78986,DUSP26
22859,ADGRL1
11275,KLHL2
65003,MRPL11
51285,RASL12
79568,C2orf47
79691,QTRTD1
79583,TMEM231
28992,MACROD1
57045,TWSG1
79651,RHBDF2
64135,IFIH1
51762,RAB8B
58494,JAM2
56945,MRPS22
79957,PAQR6
55650,PIGV
80254,CEP63
55303,GIMAP4
26589,MRPL46
79676,OGFOD2
80745,THUMPD2
60681,FKBP10
54436,SH3TC1
8877,SPHK1
64218,SEMA4A
55753,OGDHL
55619,DOCK10
29071,C1GALT1C1
79663,HSPBAP1
56986,DTWD1
55145,THAP1
29789,OLA1
26577,PCOLCE2
54503,ZDHHC13
79746,ECHDC3
80310,PDGFD
26289,AK5
54762,GRAMD1C
79652,TMEM204
55640,FLVCR2
11201,POLI
81839,VANGL1
11132,CAPN10
51008,ASCC1
54839,LRRC49
64921,CASD1
55664,CDC37L1
51510,CHMP5
55803,ADAP2
57099,AVEN
10365,KLF2
28981,IFT81
10390,CEPT1
29946,SERTAD3
55704,CCDC88A
55061,SUSD4
80004,ESRP2
80219,COQ10B
8506,CNTNAP1
79078,C1orf50
55076,TMEM45A
79767,ELMO3
23682,RAB38
79777,ACBD4
51435,SCARA3
23548,TTC33
8718,TNFRSF25
79633,FAT4
79152,FA2H
79658,ARHGAP10
51705,EMCN
10742,RAI2
100132341,CLUHP3
54968,TMEM70
55703,POLR3B
55654,TMEM127
54826,GIN1
79659,DYNC2H1
79070,KDELC1
79630,C1orf54
10045,SH2D3A
79728,PALB2
6785,ELOVL4
79833,GEMIN6
79866,BORA
10313,RTN3
29922,NME7
79686,LINC00341
57404,CYP20A1
54345,SOX18
80723,SLC35G2
79649,MAP7D3
64506,CPEB1
55812,SPATA7
51296,SLC15A3
56906,THAP10
51338,MS4A4A
51135,IRAK4
54863,TOR4A
55647,RAB20
79970,ZNF767P
80210,ARMC9
56965,PARP6
64091,POPDC2
29929,ALG6
9200,HACD1
51274,KLF3
79671,NLRX1
80223,RAB11FIP1
6926,TBX3
7976,FZD3
59353,TMEM35
56920,SEMA3G
54809,SAMD9
56895,AGPAT4
56953,NT5M
80830,APOL6
54413,NLGN3
51450,PRRX2
5101,PCDH9
8437,RASAL1
64130,LIN7B
51267,CLEC1A
25873,RPL36
9946,CRYZL1
79712,GTDC1
54885,TBC1D8B
50507,NOX4
474344,GIMAP6
23414,ZFPM2
79776,ZFHX4
53916,RAB4B
28957,MRPS28
26548,ITGB1BP2
114327,EFHC1
55190,NUDT11
79098,C1orf116
80741,LY6G5C
26502,NARF
51191,HERC5
79739,TTLL7
55106,SLFN12
53346,TM6SF1
11153,FICD
64208,POPDC3
51022,GLRX2
11096,ADAMTS5
7812,CSDE1
79784,MYH14
11226,GALNT6
51377,UCHL5
55182,RNF220
54518,APBB1IP
4122,MAN2A2
54922,RASIP1
79974,CPED1
55716,LMBR1L
26277,TINF2
55200,PLEKHG6
728,C5AR1
84168,ANTXR1
54875,CNTLN
55692,LUC7L
79884,MAP9
58516,FAM60A
79632,FAM184A
9457,FHL5
79085,SLC25A23
11282,MGAT4B
64853,AIDA
63892,THADA
55791,LRIF1
9314,KLF4
54796,BNC2
56999,ADAMTS9
389136,VGLL3
64092,SAMSN1
57158,JPH2
64641,EBF2
29761,USP25
29058,TMEM230
25890,ABI3BP
387751,GVINP1
64223,MLST8
22933,SIRT2
55205,ZNF532
51287,COA4
55657,ZNF692
51154,MRTO4
25979,DHRS7B
55707,NECAP2
80772,CPTP
27068,PPA2
55768,NGLY1
55764,IFT122
51720,UIMC1
64175,P3H1
51084,CRYL1
54538,ROBO4
63920,ZBED8
10243,GPHN
9238,TBRG4
29766,TMOD3
57523,NYNRIN
57728,WDR19
79670,ZCCHC6
26355,FAM162A
54682,MANSC1
476,ATP1A1
29990,PILRB
51715,RAB23
10867,TSPAN9
114897,C1QTNF1
83440,ADPGK
81627,TRMT1L
81619,TSPAN14
81618,ITM2C
83452,RAB33B
83439,TCF7L1
81035,COLEC12
81034,SLC25A32
81031,SLC2A10
81575,APOLD1
4139,MARK1
54676,GTPBP2
51192,CKLF
23406,COTL1
10392,NOD1
80833,APOL3
55374,TMCO6
55335,NIPSNAP3B
80199,FUZ
26960,NBEA
54101,RIPK4
26249,KLHL3
1154,CISH
51805,COQ3
81554,WBSCR16
81566,CSRNP2
81556,VWA9
81926,ABHD17A
81890,QTRT1
727800,RNF208
81493,SYNC
84939,MUM1
50619,DEF6
64960,MRPS15
81853,TMEM14B
103910,MYL12B
6648,SOD2
3184,HNRNPD
51596,CUTA
81848,SPRY4
7259,TSPYL1
27335,EIF3K
22980,TCF25
81609,SNX27
8675,STX16
3839,KPNA3
81611,ANP32E
30000,TNPO2
2744,GLS
51451,LCMT1
6468,FBXW4
58528,RRAGD
83483,PLVAP
83638,C11orf68
83716,CRISPLD2
80895,ILKAP
84061,MAGT1
3275,PRMT2
54806,AHI1
7187,TRAF3
4329,ALDH6A1
28971,AAMDC
51616,TAF9B
79135,APOO
55863,TMEM126B
54996,MTARC2
55367,PIDD1
9960,USP3
55160,ARHGEF10L
64981,MRPL34
79009,DDX50
55898,UNC45A
55194,EVA1B
54663,WDR74
1290,COL5A2
133619,PRRC1
56005,MYDGF
8266,UBL4A
253943,YTHDF3
113791,PIK3IP1
92579,G6PC3
91300,R3HDM4
3069,HDLBP
2004,ELK3
55578,SUPT20H
84934,RITA1
80853,KDM7A
54431,DNAJC10
5238,PGM3
26119,LDLRAP1
4915,NTRK2
54480,CHPF2
80233,FAAP100
80305,TRABD
51131,PHF11
57171,DOLPP1
5791,PTPRE
60559,SPCS3
57513,CASKIN2
93129,ORAI3
400961,PAIP2B
7702,ZNF143
58986,TMEM8A
2122,MECOM
253980,KCTD13
63925,ZNF335
25994,HIGD1A
114112,TXNRD3
84900,RNFT2
79140,CCDC28B
5128,CDK17
29899,GPSM2
32,ACACB
81929,SEH1L
51218,GLRX5
55152,DALRD3
25926,NOL11
54800,KLHL24
26873,OPLAH
2321,FLT1
4173,MCM4
29127,RACGAP1
8642,DCHS1
28511,NKIRAS2
55839,CENPN
55763,EXOC1
55288,RHOT1
79029,SPATA5L1
55357,TBC1D2
56926,NCLN
29956,CERS2
55860,ACTR10
55379,LRRC59
55454,CSGALNACT2
55616,ASAP3
27434,POLM
26205,GMEB2
79829,NAA40
54555,DDX49
23307,FKBP15
9673,SLC25A44
9667,SAFB2
5533,PPP3CC
4881,NPR1
1477,CSTF1
4641,MYO1C
10555,AGPAT2
2110,ETFDH
9399,STOML1
116985,ARAP1
1043,CD52
23395,LARS2
23510,KCTD2
23263,MCF2L
27134,TJP3
9513,FXR2
6405,SEMA3F
9814,SFI1
1497,CTNS
23201,FAM168A
4285,MIPEP
6901,TAZ
8175,SF3A2
60343,FAM3A
9026,HIP1R
23129,PLXND1
23549,DNPEP
55611,OTUB1
9580,SOX13
7454,WAS
360,AQP3
7001,PRDX2
10591,DNPH1
4059,BCAM
25970,SH2B1
254531,LPCAT4
1822,ATN1
7004,TEAD4
79095,C9orf16
55565,ZNF821
26051,PPP1R16B
23328,SASH1
150726,FBXO41
23462,HEY1
54985,HCFC1R1
90864,SPSB3
54910,SEMA4C
55615,PRR5
93643,TJAP1
79155,TNIP2
30827,CXXC1
51147,ING4
196403,DTX3
7942,TFEB
26088,GGA1
55311,ZNF444
25837,RAB26
54961,SSH3
55049,C19orf60
53838,C11orf24
79959,CEP76
89853,MVB12B
57610,RANBP10
83637,ZMIZ2
57787,MARK4
57473,ZNF512B
1856,DVL2
55701,ARHGEF40
80022,MYO15B
55662,HIF1AN
79890,RIN3
63876,PKNOX2
5526,PPP2R5B
57175,CORO1B
64748,PLPPR2
78992,YIPF2
25960,ADGRA2
89941,RHOT2
79874,RABEP2
6376,CX3CL1
90379,DCAF15
11224,RPL35
1982,EIF4G2
2665,GDI2
11143,KAT7
8882,ZPR1
23020,SNRNP200
27013,CNPPD1
2987,GUK1
3927,LASP1
7453,WARS
967,CD63
6711,SPTBN1
5518,PPP2R1A
5501,PPP1CC
7009,TMBIM6
5714,PSMD8
2950,GSTP1
10768,AHCYL1
9798,IST1
8766,RAB11A
5689,PSMB1
1912,PHC2
811,CALR
3983,ABLIM1
1964,EIF1AX
3945,LDHB
8239,USP9X
7284,TUFM
1351,COX8A
8992,ATP6V0E1
51075,TMX2
5510,PPP1R7
4967,OGDH
6382,SDC1
55752,SEPTIN11
9341,VAMP3
9368,SLC9A3R1
8452,CUL3
9898,UBAP2L
4077,NBR1
6449,SGTA
156,ADRBK1
8314,BAP1
8451,CUL4A
1977,EIF4E
9184,BUB3
4141,MARS
23369,PUM2
1265,CNN2
27044,SND1
3371,TNC
3880,KRT19
4082,MARCKS
8165,AKAP1
56941,HMCES
5706,PSMC6
6294,SAFB
10067,SCAMP3
10944,C11orf58
9779,TBC1D5
23429,RYBP
9208,LRRFIP1
80344,DCAF11
5119,CHMP1A
10193,RNF41
4678,NASP
9643,MORF4L2
10295,BCKDK
6385,SDC4
8533,COPS3
26155,NOC2L
9870,AREL1
10120,ACTR1B
8450,CUL4B
10902,BRD8
26037,SIPA1L1
10452,TOMM40
2539,G6PD
2475,MTOR
3297,HSF1
3093,UBE2K
84747,UNC119B
865,CBFB
23761,PISD
2531,KDSR
5209,PFKFB3
3054,HCFC1
10939,AFG3L2
10048,RANBP9
51573,GDE1
9874,TLK1
9772,TMEM94
64844,MARCHF7
5604,MAP2K1
4008,LMO7
6632,SNRPD1
9861,PSMD6
8036,SHOC2
51763,INPP5K
1627,DBN1
54838,WBP1L
10907,TXNL4A
79719,AAGAB
22903,BTBD3
10565,ARFGEF1
5780,PTPN9
8445,DYRK2
22856,CHSY1
1936,EEF1D
5156,PDGFRA
10567,RABAC1
2592,GALT
51020,HDDC2
3660,IRF2
4001,LMNB1
22838,RNF44
3720,JARID2
4324,MMP15
7018,TF
8514,KCNAB2
10947,AP3M2
8216,LZTR1
5947,RBP1
9743,ARHGAP32
7013,TERF1
5372,PMM1
9968,MED12
9820,CUL7
6878,TAF6
8634,RTCA
22876,INPP5F
5116,PCNT
7172,TPMT
8449,DHX16
55621,TRMT1
9654,TTLL4
8659,ALDH4A1
9325,TRIP4
10512,SEMA3C
22924,MAPRE3
7443,VRK1
104,ADARB1
7412,VCAM1
6447,SCG5
9013,TAF1C
22880,MORC2
990,CDC6
2149,F2R
6857,SYT1
9781,RNF144A
6424,SFRP4
6821,SUOX
6788,STK3
745,MYRF
8459,TPST2
114034,TOE1
8178,ELL
4897,NRCAM
3176,HNMT
5550,PREP
132,ADK
3980,LIG3
5983,RFC3
9136,RRP9
686,BTD
79882,ZC3H14
25906,ANAPC15
5700,PSMC1
1119,CHKA
51454,GULP1
1114,CHGB
6448,SGSH
482,ATP1B2
27333,GOLIM4
9857,CEP350
2801,GOLGA2
8458,TTF2
393,ARHGAP4
240,ALOX5
1478,CSTF2
6567,SLC16A2
10040,TOM1L1
56905,C15orf39
23287,AGTPBP1
3631,INPP4A
51690,LSM7
9619,ABCG1
9056,SLC7A7
9891,NUAK1
3455,IFNAR2
11326,VSIG4
752,FMNL1
4092,SMAD7
79758,DHRS12
8971,H1FX
9700,ESPL1
2245,FGD1
5422,POLA1
51367,POP5
9938,ARHGAP25
3932,LCK
9372,ZFYVE9
10791,VAMP5
2239,GPC4
3691,ITGB4
4600,MX2
55922,NKRF
7433,VIPR1
3673,ITGA2
2258,FGF13
5333,PLCD1
5742,PTGS1
7123,CLEC3B
5051,PAFAH2
97,ACYP1
3560,IL2RB
6645,SNTB2
5274,SERPINI1
9715,FAM131B
9912,ARHGAP44
4486,MST1R
916,CD3E
51379,CRLF3
5784,PTPN14
50628,GEMIN4
23708,GSPT2
9577,BRE
3269,HRH1
4222,MEOX1
11064,CNTRL
9185,REPS2
11069,RAPGEF4
2326,FMO1
2170,FABP3
9465,AKAP7
26240,FAM50B
638,BIK
7625,ZNF74
100507436,MICA
3777,KCNK3
5365,PLXNB3
9625,AATK
7130,TNFAIP6
443,ASPA
5271,SERPINB8
9914,ATP2C2
7884,SLBP
10233,LRRC23
9651,PLCH2
1960,EGR3
411,ARSB
7555,CNBP
9331,B4GALT6
7079,TIMP4
9735,KNTC1
23604,DAPK2
1850,DUSP8
1608,DGKG
51603,METTL13
7090,TLE3
6595,SMARCA2
11156,PTP4A3
5017,OVOL1
7458,EIF4H
10622,POLR3G
57136,APMAP
57821,CCDC181
3204,HOXA7
2788,GNG7
2733,GLE1
23266,ADGRL2
1466,CSRP2
10859,LILRB1
25875,LETMD1
5737,PTGFR
3601,IL15RA
10085,EDIL3
10755,GIPC1
9203,ZMYM3
8454,CUL1
29760,BLNK
22981,NINL
54941,RNF125
80108,ZFP2
9612,NCOR2
25840,METTL7A
10393,ANAPC10
2921,CXCL3
141,ADPRH
5980,REV3L
81565,NDEL1
81875,ISG20L2
4121,MAN1A1
83481,EPPK1
10279,PRSS16
6482,ST3GAL1
11214,AKAP13
661,POLR3D
675,BRCA2
7430,EZR
6428,SRSF3
334,APLP2
10521,DDX17
5862,RAB2A
7341,SUMO1
5717,PSMD11
6950,TCP1
60481,ELOVL5
23015,GOLGA8A
5687,PSMA6
7818,DAP3
5127,CDK16
3094,HINT1
23344,ESYT1
6510,SLC1A5
6717,SRI
10482,NXF1
23191,CYFIP1
3189,HNRNPH3
26234,FBXL5
9361,LONP1
7336,UBE2V2
7353,UFD1L
23558,WBP2
25915,NDUFAF3
6809,STX3
4724,NDUFS4
9412,MED21
306,ANXA3
11212,PROSC
23163,GGA3
6609,SMPD1
8767,RIPK2
8542,APOL1
23355,VPS8
10687,PNMA2
57228,SMAGP
1435,CSF1
27340,UTP20
10634,GAS2L1
11043,MID2
3071,NCKAP1L
8228,PNPLA4
83737,ITCH
4248,MGAT3
3714,JAG2
969,CD69
4863,NPAT
6663,SOX10
23127,COLGALT2
9497,SLC4A7
10098,TSPAN5
50853,VILL
3420,IDH3B
7881,KCNAB1
1580,CYP4B1
3772,KCNJ15
10114,HIPK3
10772,SRSF10
2535,FZD2
8703,B4GALT3
5890,RAD51B
11154,AP4S1
53335,BCL11A
816,CAMK2B
10010,TANK
7422,VEGFA
2323,FLT3LG
9474,ATG5
10631,POSTN
1999,ELF3
27072,VPS41
26056,RAB11FIP5
942,CD86
4437,MSH3
7531,YWHAE
1796,DOK1
3708,ITPR1
7850,IL1R2
1432,MAPK14
3838,KPNA2
8706,B3GALNT1
23215,PRRC2C
23352,UBR4
3516,RBPJ
23214,XPO6
65125,WNK1
23167,EFR3A
23118,TAB2
31,ACACA
57326,PBXIP1
23063,WAPL
23231,SEL1L3
10608,MXD4
171017,ZNF384
535,ATP6V0A1
6925,TCF4
1059,CENPB
171546,SPTSSA
6139,RPL17
8019,BRD3
23012,STK38L
114882,OSBPL8
11118,BTN3A2
80205,CHD9
3557,IL1RN
23195,MDN1
83660,TLN2
57104,PNPLA2
55384,MEG3
27246,RNF115
585,BBS4
23304,UBR2
20,ABCA2
10472,ZBTB18
56252,YLPM1
8939,FUBP3
22976,PAXIP1
124222,PAQR4
10199,MPHOSPH10
23315,SLC9A8
23397,NCAPH
56987,BBX
55623,THUMPD1
23387,SIK3
489,ATP2A3
56829,ZC3HAV1
23503,ZFYVE26
169611,OLFML2A
80271,ITPKC
90121,TSR2
23373,CRTC1
1287,COL4A5
206358,SLC36A1
112950,MED8
23162,MAPK8IP3
4337,MOCS1
9644,SH3PXD2A
